date,year,month,month_name,quarter,day_of_week,is_weekend,meter_id,meter_name,building,floor,room_or_equipment,entity_type,meter_reading,daily_consumption,file_name,start_date,end_date,total_consumption,mean_daily_consumption,rank_total_consumption
06/02/2022,2022,6,June,Q2,Thursday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4071790,1140,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/02/2022,2022,6,June,Q2,Thursday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2388020,660,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/02/2022,2022,6,June,Q2,Thursday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2527240,810,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/02/2022,2022,6,June,Q2,Thursday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4110250,1150,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/02/2022,2022,6,June,Q2,Thursday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,452284,747,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/03/2022,2022,6,June,Q2,Friday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7010880,2350,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/03/2022,2022,6,June,Q2,Friday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8554070,2910,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/03/2022,2022,6,June,Q2,Friday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1590590,620,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/03/2022,2022,6,June,Q2,Friday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4004840,1100,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/03/2022,2022,6,June,Q2,Friday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2389190,680,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/03/2022,2022,6,June,Q2,Friday,0,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6033180,2590,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/03/2022,2022,6,June,Q2,Friday,0,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3964140,1880,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/03/2022,2022,6,June,Q2,Friday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4072930,1140,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/03/2022,2022,6,June,Q2,Friday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2388690,670,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/03/2022,2022,6,June,Q2,Friday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2528150,910,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/03/2022,2022,6,June,Q2,Friday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4111410,1160,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/03/2022,2022,6,June,Q2,Friday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,453032,748,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/04/2022,2022,6,June,Q2,Saturday,1,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7012990,2110,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/04/2022,2022,6,June,Q2,Saturday,1,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8556810,2740,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/04/2022,2022,6,June,Q2,Saturday,1,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1591300,710,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/04/2022,2022,6,June,Q2,Saturday,1,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4005820,980,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/04/2022,2022,6,June,Q2,Saturday,1,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2389890,700,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/04/2022,2022,6,June,Q2,Saturday,1,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6035690,2510,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/04/2022,2022,6,June,Q2,Saturday,1,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3965910,1770,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/04/2022,2022,6,June,Q2,Saturday,1,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4073950,1020,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/04/2022,2022,6,June,Q2,Saturday,1,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2389330,640,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/04/2022,2022,6,June,Q2,Saturday,1,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2529010,860,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/04/2022,2022,6,June,Q2,Saturday,1,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4112430,1020,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/04/2022,2022,6,June,Q2,Saturday,1,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,453788,756,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/05/2022,2022,6,June,Q2,Sunday,1,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7015080,2090,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/05/2022,2022,6,June,Q2,Sunday,1,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8559560,2750,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/05/2022,2022,6,June,Q2,Sunday,1,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1591850,550,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/05/2022,2022,6,June,Q2,Sunday,1,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4006800,980,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/05/2022,2022,6,June,Q2,Sunday,1,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2390570,680,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/05/2022,2022,6,June,Q2,Sunday,1,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6038150,2460,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/05/2022,2022,6,June,Q2,Sunday,1,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3967710,1800,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/05/2022,2022,6,June,Q2,Sunday,1,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4074970,1020,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/05/2022,2022,6,June,Q2,Sunday,1,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2389990,660,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/05/2022,2022,6,June,Q2,Sunday,1,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2529820,810,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/05/2022,2022,6,June,Q2,Sunday,1,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4113460,1030,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/05/2022,2022,6,June,Q2,Sunday,1,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,454539,751,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/06/2022,2022,6,June,Q2,Monday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7017100,2020,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/06/2022,2022,6,June,Q2,Monday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8561980,2420,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/06/2022,2022,6,June,Q2,Monday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1592320,470,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/06/2022,2022,6,June,Q2,Monday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4007790,990,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/06/2022,2022,6,June,Q2,Monday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2391260,690,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/06/2022,2022,6,June,Q2,Monday,0,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6040620,2470,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/06/2022,2022,6,June,Q2,Monday,0,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3969470,1760,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/06/2022,2022,6,June,Q2,Monday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4076010,1040,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/06/2022,2022,6,June,Q2,Monday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2390660,670,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/06/2022,2022,6,June,Q2,Monday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2530630,810,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/06/2022,2022,6,June,Q2,Monday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4114510,1050,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/06/2022,2022,6,June,Q2,Monday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,455291,752,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/07/2022,2022,6,June,Q2,Tuesday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7019490,2390,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/07/2022,2022,6,June,Q2,Tuesday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8564930,2950,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/07/2022,2022,6,June,Q2,Tuesday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1592990,670,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/07/2022,2022,6,June,Q2,Tuesday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4008900,1110,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/07/2022,2022,6,June,Q2,Tuesday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2391940,680,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/07/2022,2022,6,June,Q2,Tuesday,0,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6043230,2610,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/07/2022,2022,6,June,Q2,Tuesday,0,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3971270,1800,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/07/2022,2022,6,June,Q2,Tuesday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4077150,1140,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/07/2022,2022,6,June,Q2,Tuesday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2391330,670,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/07/2022,2022,6,June,Q2,Tuesday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2531540,910,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/07/2022,2022,6,June,Q2,Tuesday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4115670,1160,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/07/2022,2022,6,June,Q2,Tuesday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,456054,763,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/08/2022,2022,6,June,Q2,Wednesday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7021910,2420,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/08/2022,2022,6,June,Q2,Wednesday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8567850,2920,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/08/2022,2022,6,June,Q2,Wednesday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1593470,480,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/08/2022,2022,6,June,Q2,Wednesday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4009990,1090,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/08/2022,2022,6,June,Q2,Wednesday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2392650,710,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/08/2022,2022,6,June,Q2,Wednesday,0,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6045750,2520,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/08/2022,2022,6,June,Q2,Wednesday,0,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3973130,1860,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/08/2022,2022,6,June,Q2,Wednesday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4078280,1130,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/08/2022,2022,6,June,Q2,Wednesday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2391980,650,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/08/2022,2022,6,June,Q2,Wednesday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2532380,840,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/08/2022,2022,6,June,Q2,Wednesday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4116820,1150,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/08/2022,2022,6,June,Q2,Wednesday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,456800,746,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/09/2022,2022,6,June,Q2,Thursday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7024400,2490,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/09/2022,2022,6,June,Q2,Thursday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8570770,2920,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/09/2022,2022,6,June,Q2,Thursday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1593870,400,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/09/2022,2022,6,June,Q2,Thursday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4011080,1090,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/09/2022,2022,6,June,Q2,Thursday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2393330,680,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
06/09/2022,2022,6,June,Q2,Thursday,0,D0853,Meter_D0853,Cheng_Yu_Tung_Building,,Normal_Non_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_8B_AN0,Switch,6048220,2470,GUI_NO.D0853.xlsx,01/01/2022,05/27/2024,1774050,2022.86203,4
06/09/2022,2022,6,June,Q2,Thursday,0,D0854,Meter_D0854,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lab_Equipment_Riser_AN0,Riser,3975000,1870,GUI_NO.D0854.xlsx,01/01/2022,05/27/2024,1866900,2128.734322,3
06/09/2022,2022,6,June,Q2,Thursday,0,D0857,Meter_D0857,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Load_Riser_AN0,Riser,4079400,1120,GUI_NO.D0857.xlsx,01/01/2022,05/27/2024,877200,1000.22805,6
06/09/2022,2022,6,June,Q2,Thursday,0,D0860,Meter_D0860,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_5_6_7_AN0,Exhaust_Fan,2392650,670,GUI_NO.D0860.xlsx,01/01/2022,05/27/2024,607590,692.8050171,10
06/09/2022,2022,6,June,Q2,Thursday,0,D0861,Meter_D0861,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,Virtual_Stack_Fan_SEAF_R_8_9_10_AN0,Fan,2533150,770,GUI_NO.D0861.xlsx,01/01/2022,05/27/2024,760510,867.1721779,8
06/09/2022,2022,6,June,Q2,Thursday,0,D0862,Meter_D0862,Cheng_Yu_Tung_Building,,Normal_Left_Automatic_Changeover_Switch_AN0,Switch,4117960,1140,GUI_NO.D0862.xlsx,01/01/2022,05/27/2024,898620,1024.652223,5
06/09/2022,2022,6,June,Q2,Thursday,0,D0865,Meter_D0865,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Essential_Lab_Power_AN0; MVAC_Riser_AN0,Riser,457552,752,GUI_NO.D0865.xlsx,01/01/2022,05/27/2024,176469,201.2189282,13
06/10/2022,2022,6,June,Q2,Friday,0,D0848,Meter_D0848,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_Lighting_AN55; Power_Riser_AN5,Lighting; Riser,7026860,2460,GUI_NO.D0848.xlsx,01/01/2022,05/27/2024,2053420,2341.413911,2
06/10/2022,2022,6,June,Q2,Friday,0,D0849,Meter_D0849,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_UGF,Normal_MVAC_Equipment_Riser_AN0,Riser,8573780,3010,GUI_NO.D0849.xlsx,01/01/2022,05/27/2024,2822400,3218.244014,1
06/10/2022,2022,6,June,Q2,Friday,0,D0850,Meter_D0850,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_GF,A_C_Plant_AN0,meter,1594180,310,GUI_NO.D0850.xlsx,01/01/2022,05/27/2024,314270,358.3466363,12
06/10/2022,2022,6,June,Q2,Friday,0,D0851,Meter_D0851,Cheng_Yu_Tung_Building,,Normal_Fire_Services_Installation_of_Automatic_Changeover_Switch_No_5B_AN0,Switch,4012210,1130,GUI_NO.D0851.xlsx,01/01/2022,05/27/2024,855730,975.7468643,7
06/10/2022,2022,6,June,Q2,Friday,0,D0852,Meter_D0852,Cheng_Yu_Tung_Building,Cheng_Yu_Tung_Building_RF,MVAC_AN0; Plumbing_Drainage_Equipment_AN0,Equipment,2394030,700,GUI_NO.D0852.xlsx,01/01/2022,05/27/2024,679530,774.8346636,9
