date,mean_temperature_c,mean_temperature_c_completeness,max_temperature_c,max_temperature_c_completeness,min_temperature_c,min_temperature_c_completeness,relative_humidity_pct,relative_humidity_pct_completeness,rainfall_mm,rainfall_mm_completeness,global_solar_radiation_mj_m2,global_solar_radiation_mj_m2_completeness,mean_wind_speed_kmh,mean_wind_speed_kmh_completeness,is_rainy_day,is_hot_day_28c,cooling_degree_day_24c
2022-01-01,16.8,C,19.2,C,14.4,C,78.0,C,0.0,C,7.33,C,6.7,C,0,0,0.0
2022-01-02,16.9,C,20.5,C,13.9,C,82.0,C,0.0,C,16.14,C,6.9,C,0,0,0.0
2022-01-03,17.0,C,19.3,C,15.0,C,84.0,C,0.0,C,13.76,C,3.8,C,0,0,0.0
2022-01-04,18.0,C,21.3,C,14.6,C,80.0,C,0.5,C,15.8,C,6.4,C,1,0,0.0
2022-01-05,19.0,C,22.4,C,17.1,C,82.0,C,0.5,C,16.86,C,5.1,C,1,0,0.0
2022-01-06,19.3,C,22.2,C,16.6,C,82.0,C,0.0,C,15.38,C,9.8,C,0,0,0.0
2022-01-07,17.8,C,20.1,C,16.3,C,81.0,C,0.0,C,12.78,C,7.3,C,0,0,0.0
2022-01-08,16.8,C,18.7,C,14.7,C,74.0,C,0.0,C,16.34,C,6.5,C,0,0,0.0
2022-01-09,17.3,C,19.3,C,15.4,C,80.0,C,0.0,C,9.02,C,5.5,C,0,0,0.0
2022-01-10,17.7,C,20.1,C,15.8,C,76.0,C,0.0,C,11.8,C,4.8,C,0,0,0.0
2022-01-11,14.7,C,18.2,C,12.8,C,67.0,C,1.5,C,17.51,C,15.9,C,1,0,0.0
2022-01-12,15.2,C,16.3,C,13.2,C,72.0,C,0.0,C,5.7,C,8.1,C,0,0,0.0
2022-01-13,16.4,C,17.8,C,14.7,C,61.0,C,0.0,C,9.09,C,11.7,C,0,0,0.0
2022-01-14,15.9,C,17.0,C,14.0,C,75.0,C,0.0,C,3.5,C,11.0,C,0,0,0.0
2022-01-15,17.6,C,19.3,C,16.5,C,81.0,C,0.0,C,12.28,C,8.4,C,0,0,0.0
2022-01-16,17.8,C,20.3,C,15.9,C,84.0,C,0.0,C,9.22,C,5.0,C,0,0,0.0
2022-01-17,17.3,C,17.8,C,15.8,C,85.0,C,0.0,C,2.86,C,6.2,C,0,0,0.0
2022-01-18,16.7,C,17.6,C,14.9,C,80.0,C,0.0,C,4.63,C,8.9,C,0,0,0.0
2022-01-19,16.3,C,19.5,C,14.0,C,71.0,C,0.0,C,16.11,C,9.2,C,0,0,0.0
2022-01-20,16.8,C,19.5,C,14.2,C,73.0,C,0.0,C,16.11,C,6.1,C,0,0,0.0
2022-01-21,17.1,C,18.6,C,14.7,C,84.0,C,0.0,C,11.0,C,7.8,C,0,0,0.0
2022-01-22,17.0,C,17.6,#,16.3,#,93.0,C,4.0,C,4.09,C,7.1,C,1,0,0.0
2022-01-23,18.8,C,21.3,C,17.3,C,86.0,C,0.0,C,8.75,C,3.5,C,0,0,0.0
2022-01-24,19.1,C,21.8,C,18.2,C,90.0,C,1.5,C,7.41,C,4.8,C,1,0,0.0
2022-01-25,17.9,C,19.7,C,16.4,C,86.0,C,0.0,C,6.23,C,5.3,C,0,0,0.0
2022-01-26,18.6,C,20.7,C,17.2,C,86.0,C,0.0,C,8.85,C,6.3,C,0,0,0.0
2022-01-27,18.9,C,21.6,C,17.9,C,89.0,C,0.0,C,13.52,C,5.2,C,0,0,0.0
2022-01-28,18.2,C,19.0,C,17.5,C,91.0,C,0.5,C,3.45,C,10.4,C,1,0,0.0
2022-01-29,18.0,C,20.0,C,16.5,C,83.0,C,0.0,C,8.35,C,6.6,C,0,0,0.0
2022-01-30,14.6,C,17.1,C,11.7,C,65.0,C,0.0,C,16.73,C,16.3,C,0,0,0.0
2022-01-31,12.9,C,14.0,C,11.7,C,73.0,C,0.0,C,4.47,C,15.3,C,0,0,0.0
2022-02-01,13.3,C,14.8,C,11.9,C,86.0,C,2.5,C,2.95,C,10.9,C,1,0,0.0
2022-02-02,14.8,C,15.7,C,13.3,C,89.0,C,1.5,C,4.12,C,8.7,C,1,0,0.0
2022-02-03,12.8,C,14.1,C,11.1,C,83.0,C,0.5,C,3.96,C,8.0,C,1,0,0.0
2022-02-04,13.4,C,16.3,C,11.2,C,70.0,C,0.0,C,13.71,C,13.1,C,0,0,0.0
2022-02-05,14.1,C,16.8,C,11.9,C,71.0,C,0.0,C,11.53,C,11.8,C,0,0,0.0
2022-02-06,15.5,C,16.9,C,13.7,C,77.0,C,0.0,C,13.26,C,10.6,C,0,0,0.0
2022-02-07,16.1,C,17.8,C,14.7,C,87.0,C,0.0,C,2.89,C,10.5,C,0,0,0.0
2022-02-08,16.3,C,17.7,C,14.6,C,77.0,C,0.0,C,7.79,C,8.6,C,0,0,0.0
2022-02-09,16.0,C,17.1,C,14.6,C,77.0,C,0.0,C,5.04,C,6.8,C,0,0,0.0
2022-02-10,16.7,C,18.1,C,15.4,C,82.0,C,0.0,C,4.6,C,6.0,C,0,0,0.0
2022-02-11,17.9,C,20.6,C,15.6,C,84.0,C,0.0,C,14.41,C,6.3,C,0,0,0.0
2022-02-12,17.7,C,19.9,C,15.9,C,88.0,C,0.0,C,14.32,C,6.3,C,0,0,0.0
2022-02-13,16.5,C,17.7,C,14.2,C,85.0,C,1.5,C,2.78,C,10.4,C,1,0,0.0
2022-02-14,15.9,C,19.2,C,13.4,C,76.0,C,1.5,C,18.46,C,10.9,C,1,0,0.0
2022-02-15,16.4,C,19.1,C,14.6,C,82.0,C,0.0,C,15.78,C,7.0,C,0,0,0.0
2022-02-16,16.4,C,17.7,C,14.7,C,81.0,C,0.0,C,8.78,C,12.4,C,0,0,0.0
2022-02-17,15.6,C,16.7,C,15.0,C,88.0,C,4.5,C,1.83,C,17.8,C,1,0,0.0
2022-02-18,15.7,C,16.4,C,15.0,C,86.0,C,0.0,C,4.3,C,12.4,C,0,0,0.0
2022-02-19,11.5,C,15.9,C,8.5,C,92.0,C,25.5,#,1.69,C,20.2,C,1,0,0.0
2022-02-20,7.9,C,8.6,C,7.4,C,91.0,C,41.0,C,2.65,C,26.0,C,1,0,0.0
2022-02-21,8.4,C,9.9,C,7.2,C,92.0,C,38.5,C,2.98,C,17.8,C,1,0,0.0
2022-02-22,10.3,C,12.1,C,8.6,C,92.0,C,6.5,#,,,15.5,C,1,0,0.0
2022-02-23,11.7,C,14.8,C,9.1,C,74.0,C,,,12.65,#,14.8,C,0,0,0.0
2022-02-24,11.9,C,15.3,C,9.8,C,74.0,C,0.0,#,17.32,C,9.1,C,0,0,0.0
2022-02-25,14.1,C,17.6,C,10.4,C,75.0,C,0.0,C,20.68,C,7.4,C,0,0,0.0
2022-02-26,15.0,C,18.7,C,12.0,C,86.0,C,0.0,C,21.46,C,6.0,C,0,0,0.0
2022-02-27,16.1,C,20.6,C,12.6,C,84.0,C,0.0,C,22.01,C,5.4,C,0,0,0.0
2022-02-28,18.6,C,21.3,C,16.1,C,72.0,C,0.0,C,11.13,C,5.6,C,0,0,0.0
2022-03-01,20.6,C,25.0,C,18.2,C,81.0,C,0.0,C,19.3,C,3.8,C,0,0,0.0
2022-03-02,19.0,C,22.7,C,17.0,C,89.0,C,0.0,C,17.02,C,7.0,C,0,0,0.0
2022-03-03,18.9,C,21.0,C,17.1,C,78.0,C,0.0,C,18.39,C,6.3,C,0,0,0.0
2022-03-04,20.2,C,24.3,C,18.3,C,82.0,C,0.0,C,21.35,C,5.6,C,0,0,0.0
2022-03-05,19.6,C,22.7,C,17.3,C,89.0,C,0.0,C,18.53,C,7.4,C,0,0,0.0
2022-03-06,18.5,C,20.4,C,16.9,C,78.0,C,0.0,C,10.24,C,17.0,C,0,0,0.0
2022-03-07,19.4,C,22.6,C,16.5,C,70.0,C,6.0,C,16.47,C,13.8,C,1,0,0.0
2022-03-08,16.4,C,20.1,C,14.2,C,55.0,C,0.0,C,25.57,C,13.3,C,0,0,0.0
2022-03-09,17.3,C,21.0,C,12.6,C,63.0,C,0.0,C,24.89,C,7.3,C,0,0,0.0
2022-03-10,19.7,C,24.6,C,15.6,C,63.0,C,0.0,C,23.78,C,3.8,C,0,0,0.0
2022-03-11,20.1,C,25.2,C,16.4,C,77.0,C,0.0,C,22.27,C,4.5,C,0,0,0.0
2022-03-12,21.3,C,25.2,C,17.8,C,73.0,C,0.0,C,20.01,C,4.0,C,0,0,0.0
2022-03-13,22.4,C,27.7,C,19.7,C,80.0,C,0.0,C,19.3,C,4.4,C,0,0,0.0
2022-03-14,22.5,C,27.8,C,19.3,C,86.0,C,0.0,C,22.71,C,4.3,C,0,0,0.0
2022-03-15,22.5,C,26.1,C,19.4,C,86.0,C,0.0,C,21.91,C,6.4,C,0,0,0.0
2022-03-16,21.8,C,24.3,C,20.6,C,81.0,C,0.0,C,10.84,C,6.7,C,0,0,0.0
2022-03-17,23.1,C,26.2,#,21.7,#,91.0,C,1.0,C,14.91,C,4.9,C,1,0,0.0
2022-03-18,23.4,C,27.9,C,21.0,C,90.0,C,0.0,C,13.15,C,2.7,C,0,0,0.0
2022-03-19,22.2,C,24.0,C,21.4,C,91.0,C,0.0,C,8.76,C,4.8,C,0,0,0.0
2022-03-20,20.6,C,22.2,C,19.4,C,91.0,C,3.5,C,1.72,C,8.2,C,1,0,0.0
2022-03-21,21.6,C,23.3,C,20.7,C,94.0,C,0.5,C,4.33,C,4.3,C,1,0,0.0
2022-03-22,21.7,C,23.1,C,20.6,C,98.0,C,1.0,C,4.57,C,3.8,C,1,0,0.0
2022-03-23,16.5,C,20.6,#,15.1,#,94.0,C,62.5,C,3.37,C,11.3,C,1,0,0.0
2022-03-24,17.2,C,18.0,C,15.3,C,94.0,C,3.5,C,2.2,C,7.5,C,1,0,0.0
2022-03-25,22.2,C,26.2,C,17.9,C,94.0,C,5.5,C,2.51,C,7.5,C,1,0,0.0
2022-03-26,26.1,C,28.3,C,24.1,C,87.0,C,0.5,C,7.17,C,6.9,C,1,0,2.1000000000000014
2022-03-27,21.2,C,24.5,C,17.2,C,82.0,C,0.0,C,3.95,C,10.0,C,0,0,0.0
2022-03-28,16.6,C,17.8,C,15.6,C,90.0,C,40.5,C,3.17,C,8.4,C,1,0,0.0
2022-03-29,18.9,C,20.4,C,17.1,C,84.0,C,0.0,C,6.89,#,5.0,C,0,0,0.0
2022-03-30,22.0,C,25.4,C,18.9,C,80.0,C,0.0,#,10.11,#,3.6,C,0,0,0.0
2022-03-31,23.0,C,26.5,C,20.3,C,77.0,C,0.0,#,18.94,#,8.7,C,0,0,0.0
2022-04-01,18.3,C,21.3,C,14.6,C,86.0,C,2.0,C,3.43,C,19.2,C,1,0,0.0
2022-04-02,14.4,C,15.4,C,13.0,C,80.0,C,1.5,C,3.96,C,21.4,C,1,0,0.0
2022-04-03,17.6,C,21.3,C,14.9,C,58.0,C,0.5,#,24.13,#,13.8,C,1,0,0.0
2022-04-04,19.1,C,22.8,C,15.1,C,58.0,C,0.0,C,27.11,C,9.8,C,0,0,0.0
2022-04-05,19.6,C,23.4,C,16.0,C,73.0,C,0.0,#,25.92,C,6.5,C,0,0,0.0
2022-04-06,20.8,C,25.2,C,16.8,C,77.0,C,0.0,C,24.76,C,5.5,C,0,0,0.0
2022-04-07,21.7,C,26.7,C,18.1,C,74.0,C,0.0,C,24.06,C,5.6,C,0,0,0.0
2022-04-08,21.8,C,27.5,C,17.4,C,61.0,C,0.0,C,26.45,C,5.8,C,0,0,0.0
2022-04-09,21.9,C,26.7,C,18.8,C,71.0,C,0.0,C,26.91,C,5.6,C,0,0,0.0
2022-04-10,22.2,C,27.0,C,18.0,C,76.0,C,0.0,C,25.64,C,5.1,C,0,0,0.0
2022-04-11,23.7,C,28.6,C,20.4,C,85.0,C,0.0,C,22.79,C,4.8,C,0,0,0.0
2022-04-12,24.1,C,29.0,C,20.6,C,86.0,C,0.0,C,25.2,C,6.4,C,0,0,0.10000000000000142
2022-04-13,25.1,C,28.8,#,23.0,#,86.0,C,0.0,C,12.4,C,4.8,C,0,0,1.1000000000000014
2022-04-14,24.7,C,29.2,C,22.5,C,77.0,C,1.0,C,24.7,C,8.9,C,1,0,0.6999999999999993
2022-04-15,23.2,C,24.4,C,22.3,C,75.0,C,0.0,C,23.86,C,17.3,C,0,0,0.0
2022-04-16,21.4,C,22.4,C,20.9,C,78.0,C,0.0,C,10.58,C,22.3,C,0,0,0.0
2022-04-17,21.0,C,22.0,C,19.2,C,75.0,C,0.0,C,10.26,C,13.0,C,0,0,0.0
2022-04-18,21.3,C,23.1,C,20.1,C,76.0,C,0.0,C,5.68,C,9.8,C,0,0,0.0
2022-04-19,18.9,C,20.7,C,17.6,C,86.0,C,2.0,C,4.17,C,9.7,C,1,0,0.0
2022-04-20,21.1,C,25.2,C,19.0,C,79.0,C,0.0,C,15.36,#,5.3,C,0,0,0.0
2022-04-21,23.0,C,26.0,C,20.7,C,83.0,C,0.0,C,6.93,#,5.9,C,0,0,0.0
2022-04-22,24.1,C,25.8,C,22.8,C,89.0,C,0.0,C,9.77,C,4.1,C,0,0,0.10000000000000142
2022-04-23,25.4,C,28.6,C,23.6,C,89.0,C,0.0,C,21.05,C,6.0,C,0,0,1.3999999999999986
2022-04-24,25.5,C,28.6,C,23.4,C,92.0,C,0.0,C,20.57,C,9.8,C,0,0,1.5
2022-04-25,26.2,C,28.1,C,25.1,C,93.0,C,0.0,C,22.5,C,16.2,C,0,0,2.1999999999999993
2022-04-26,26.4,C,28.7,C,25.4,C,92.0,C,0.0,C,18.27,C,15.1,C,0,0,2.3999999999999986
2022-04-27,27.0,C,29.2,C,25.5,C,92.0,C,0.0,C,25.88,C,13.3,C,0,0,3.0
2022-04-28,27.4,C,30.0,#,26.3,#,90.0,C,0.0,C,21.04,C,9.2,C,0,0,3.3999999999999986
2022-04-29,27.6,C,31.5,C,25.8,C,86.0,C,0.0,C,18.82,C,8.1,C,0,0,3.6000000000000014
2022-04-30,24.8,C,26.1,C,24.1,C,89.0,C,1.0,C,6.13,C,12.0,C,1,0,0.8000000000000007
2022-05-01,19.8,C,24.2,C,16.8,C,91.0,C,36.5,C,4.53,C,21.3,C,1,0,0.0
2022-05-02,18.2,C,19.9,C,16.1,C,83.0,C,25.5,C,9.12,C,16.3,C,1,0,0.0
2022-05-03,22.0,C,25.6,C,18.5,C,65.0,C,0.0,C,25.36,C,10.0,C,0,0,0.0
2022-05-04,24.0,C,26.5,C,20.8,C,66.0,C,0.0,C,25.79,C,9.3,C,0,0,0.0
2022-05-05,24.4,C,27.9,C,22.2,C,77.0,C,0.0,C,25.19,C,7.8,C,0,0,0.3999999999999986
2022-05-06,24.7,C,28.0,C,22.2,C,81.0,C,0.0,C,26.36,C,6.4,C,0,0,0.6999999999999993
2022-05-07,24.9,C,28.7,C,23.0,C,82.0,C,1.5,C,16.4,C,5.0,C,1,0,0.8999999999999986
2022-05-08,24.6,C,26.4,C,22.6,C,74.0,C,0.0,C,10.99,C,7.2,C,0,0,0.6000000000000014
2022-05-09,25.1,C,28.9,C,23.8,C,79.0,C,0.0,C,12.56,C,5.7,C,0,0,1.1000000000000014
2022-05-10,24.7,C,25.4,C,23.8,C,95.0,C,27.0,C,4.32,C,7.5,C,1,0,0.6999999999999993
2022-05-11,24.6,C,25.2,C,24.0,C,97.0,C,110.0,C,2.52,C,6.3,C,1,0,0.6000000000000014
2022-05-12,24.7,C,25.9,C,24.0,C,97.0,C,159.0,C,1.05,C,5.0,C,1,0,0.6999999999999993
2022-05-13,25.6,C,28.4,#,23.9,#,93.0,C,68.5,C,7.42,C,4.7,C,1,0,1.6000000000000014
2022-05-14,24.0,C,25.9,C,22.8,C,96.0,C,10.5,C,5.62,C,7.3,C,1,0,0.0
2022-05-15,22.2,C,24.1,C,20.2,C,94.0,C,34.0,C,6.72,C,10.7,C,1,0,0.0
2022-05-16,19.7,C,20.7,C,18.5,C,86.0,C,3.5,C,5.64,C,15.9,C,1,0,0.0
2022-05-17,22.3,C,26.3,C,19.4,C,72.0,C,0.5,C,25.14,C,10.9,C,1,0,0.0
2022-05-18,23.9,C,27.1,C,20.6,C,54.0,C,0.0,#,21.65,C,9.1,C,0,0,0.0
2022-05-19,25.5,C,29.4,C,22.7,C,68.0,C,0.0,#,23.45,C,6.1,C,0,0,1.5
2022-05-20,25.9,C,29.6,C,24.0,C,82.0,C,0.0,C,24.88,C,7.9,C,0,0,1.8999999999999986
2022-05-21,26.1,C,29.5,C,23.2,C,84.0,C,0.0,C,22.02,C,8.1,C,0,0,2.1000000000000014
2022-05-22,24.8,C,25.5,C,24.3,C,86.0,C,0.0,C,13.77,C,17.4,C,0,0,0.8000000000000007
2022-05-23,24.1,C,24.9,C,23.0,C,91.0,C,5.0,C,5.97,C,16.0,C,1,0,0.10000000000000142
2022-05-24,24.4,C,25.0,C,23.9,C,94.0,C,7.0,C,4.66,C,9.5,C,1,0,0.3999999999999986
2022-05-25,25.1,C,27.8,C,23.7,C,93.0,C,1.0,C,9.13,C,5.4,C,1,0,1.1000000000000014
2022-05-26,25.8,C,27.9,C,24.9,C,95.0,C,25.5,C,10.21,C,4.2,C,1,0,1.8000000000000007
2022-05-27,26.4,C,28.2,C,25.1,C,95.0,C,21.0,C,5.58,C,5.5,C,1,0,2.3999999999999986
2022-05-28,27.4,C,30.6,C,25.9,C,93.0,C,2.0,C,23.1,C,16.2,C,1,0,3.3999999999999986
2022-05-29,27.9,C,29.4,C,26.7,C,93.0,C,0.0,C,27.2,C,16.0,C,0,0,3.8999999999999986
2022-05-30,28.0,C,29.6,C,26.7,C,91.0,C,1.5,C,23.13,C,11.5,C,1,0,4.0
2022-05-31,27.6,C,30.2,C,26.4,C,89.0,C,4.0,C,14.69,C,8.0,C,1,0,3.6000000000000014
2022-06-01,28.7,C,32.1,C,26.3,C,85.0,C,7.0,C,18.24,C,8.6,C,1,1,4.699999999999999
2022-06-02,29.1,C,32.5,C,25.8,C,81.0,C,1.5,C,22.25,C,10.6,C,1,1,5.100000000000001
2022-06-03,28.6,C,30.5,C,27.2,C,87.0,C,5.5,C,14.59,C,10.0,C,1,1,4.600000000000001
2022-06-04,29.2,C,32.3,C,27.2,C,83.0,C,2.0,C,21.1,C,11.3,C,1,1,5.199999999999999
2022-06-05,29.9,C,32.4,C,27.7,C,78.0,C,0.5,C,21.64,C,11.7,C,1,1,5.899999999999999
2022-06-06,28.8,C,31.5,C,27.3,C,86.0,C,29.0,C,12.9,C,6.2,C,1,1,4.800000000000001
2022-06-07,27.2,C,30.4,C,24.8,C,91.0,C,51.0,C,6.47,C,3.9,C,1,0,3.1999999999999993
2022-06-08,25.3,C,26.7,C,24.5,C,96.0,C,149.0,C,1.53,C,4.2,C,1,0,1.3000000000000007
2022-06-09,26.1,C,27.4,C,25.3,C,94.0,C,32.5,C,6.11,C,4.8,C,1,0,2.1000000000000014
2022-06-10,26.4,C,28.0,C,25.1,C,92.0,C,19.0,C,9.1,C,5.9,C,1,0,2.3999999999999986
2022-06-11,26.3,C,27.8,C,25.1,C,94.0,C,59.5,C,5.5,C,3.8,C,1,0,2.3000000000000007
2022-06-12,28.2,C,30.8,C,25.7,C,88.0,C,2.5,C,8.88,C,6.7,C,1,1,4.199999999999999
2022-06-13,29.5,C,31.9,C,27.5,C,80.0,C,0.0,C,14.79,C,9.5,C,0,1,5.5
2022-06-14,27.6,C,30.0,C,25.0,C,88.0,C,56.0,C,4.93,C,7.1,C,1,0,3.6000000000000014
2022-06-15,26.4,C,29.9,C,24.3,C,91.0,C,8.0,C,13.04,C,5.8,C,1,0,2.3999999999999986
2022-06-16,27.1,C,31.5,C,24.0,C,88.0,C,4.0,C,15.08,C,3.9,C,1,0,3.1000000000000014
2022-06-17,29.1,C,32.2,C,27.1,C,81.0,C,1.0,C,19.17,C,9.1,C,1,1,5.100000000000001
2022-06-18,28.7,C,30.5,C,27.0,C,84.0,C,0.0,C,9.84,C,11.4,C,0,1,4.699999999999999
2022-06-19,29.0,C,30.9,C,27.9,C,86.0,C,1.0,C,10.77,C,13.7,C,1,1,5.0
2022-06-20,29.2,C,31.1,C,27.7,C,84.0,C,1.5,C,10.38,C,13.7,C,1,1,5.199999999999999
2022-06-21,29.2,C,30.8,C,27.9,C,84.0,C,0.0,C,11.84,C,16.1,C,0,1,5.199999999999999
2022-06-22,29.4,C,32.8,C,26.8,C,83.0,C,0.0,C,19.08,C,9.0,C,0,1,5.399999999999999
2022-06-23,30.0,C,34.8,C,26.9,C,78.0,C,0.0,C,27.66,C,9.3,C,0,1,6.0
2022-06-24,30.0,C,33.3,C,26.6,C,76.0,C,0.0,C,25.94,C,6.6,C,0,1,6.0
2022-06-25,30.2,C,35.1,C,26.8,C,74.0,C,0.0,C,25.65,C,5.6,C,0,1,6.199999999999999
2022-06-26,29.6,C,33.7,C,27.2,C,80.0,C,0.0,C,26.09,C,11.1,C,0,1,5.600000000000001
2022-06-27,29.5,C,32.0,C,27.2,C,79.0,C,0.0,C,28.05,C,10.9,C,0,1,5.5
2022-06-28,29.8,C,34.0,#,27.2,#,78.0,C,0.0,C,27.71,C,7.7,C,0,1,5.800000000000001
2022-06-29,29.4,C,32.4,C,27.8,C,83.0,C,2.5,C,20.47,C,8.3,C,1,1,5.399999999999999
2022-06-30,27.7,C,29.5,C,25.5,C,88.0,C,45.5,C,5.63,C,15.7,C,1,0,3.6999999999999993
2022-07-01,27.6,C,30.1,C,25.5,C,86.0,C,33.0,C,13.13,C,30.7,C,1,0,3.6000000000000014
2022-07-02,27.3,C,28.4,C,25.8,C,89.0,C,25.0,C,4.19,C,35.7,C,1,0,3.3000000000000007
2022-07-03,29.3,C,30.7,C,28.2,C,84.0,C,1.0,C,10.71,C,28.0,C,1,1,5.300000000000001
2022-07-04,29.0,C,30.3,#,28.3,#,83.0,C,0.0,C,5.7,C,21.8,C,0,1,5.0
2022-07-05,28.7,C,30.2,C,27.8,C,86.0,C,4.0,C,6.17,C,13.4,C,1,1,4.699999999999999
2022-07-06,28.4,C,30.7,#,26.6,#,87.0,C,2.5,C,11.87,C,5.5,C,1,1,4.399999999999999
2022-07-07,28.1,C,30.2,C,26.2,C,91.0,C,24.0,C,16.27,C,13.1,C,1,1,4.100000000000001
2022-07-08,29.5,C,32.7,C,27.0,C,83.0,C,0.0,C,21.9,C,7.3,C,0,1,5.5
2022-07-09,29.8,C,32.0,C,28.3,C,84.0,C,0.0,C,21.28,C,11.1,C,0,1,5.800000000000001
2022-07-10,30.3,C,33.2,C,28.6,C,82.0,C,0.0,C,24.96,C,10.7,C,0,1,6.300000000000001
2022-07-11,30.3,C,33.9,C,27.4,C,80.0,C,0.0,C,27.13,C,7.0,C,0,1,6.300000000000001
2022-07-12,30.1,C,33.6,C,27.5,C,80.0,C,0.0,C,24.91,C,7.4,C,0,1,6.100000000000001
2022-07-13,30.6,C,34.2,C,27.6,C,76.0,C,0.0,C,28.1,C,7.9,C,0,1,6.600000000000001
2022-07-14,30.6,C,34.1,C,27.8,C,77.0,C,0.0,C,23.08,C,8.8,C,0,1,6.600000000000001
2022-07-15,31.4,C,35.4,C,27.8,C,73.0,C,0.0,C,22.33,C,5.4,C,0,1,7.399999999999999
2022-07-16,31.0,C,34.6,C,28.5,C,76.0,C,5.5,C,22.43,C,7.2,C,1,1,7.0
2022-07-17,31.4,C,34.3,C,29.0,C,73.0,C,0.0,C,22.35,C,9.2,C,0,1,7.399999999999999
2022-07-18,31.1,C,34.3,#,28.4,#,77.0,C,1.5,C,23.77,C,10.6,C,1,1,7.100000000000001
2022-07-19,30.4,C,33.7,C,27.9,C,82.0,C,2.5,C,24.15,C,12.9,C,1,1,6.399999999999999
2022-07-20,30.3,C,33.2,C,27.6,C,82.0,C,1.0,C,25.64,C,13.2,C,1,1,6.300000000000001
2022-07-21,30.1,C,32.9,C,27.5,C,81.0,C,0.0,C,27.92,C,8.3,C,0,1,6.100000000000001
2022-07-22,30.9,C,35.1,C,27.4,C,76.0,C,0.0,C,27.74,C,6.3,C,0,1,6.899999999999999
2022-07-23,31.4,C,34.4,C,28.3,C,78.0,C,0.0,C,27.84,C,7.3,C,0,1,7.399999999999999
2022-07-24,31.8,C,35.3,C,28.9,C,77.0,C,0.0,C,26.55,C,6.7,C,0,1,7.800000000000001
2022-07-25,31.6,C,35.0,C,28.9,C,80.0,C,0.0,C,26.75,C,7.3,C,0,1,7.600000000000001
2022-07-26,30.6,C,33.0,C,28.5,C,78.0,C,0.0,C,26.81,C,9.3,C,0,1,6.600000000000001
2022-07-27,30.9,C,34.8,C,27.4,C,74.0,C,0.0,C,27.06,C,6.2,C,0,1,6.899999999999999
2022-07-28,31.3,C,34.2,C,27.8,C,77.0,C,0.0,C,26.68,C,7.0,C,0,1,7.300000000000001
2022-07-29,31.6,C,35.1,C,28.3,C,78.0,C,0.0,C,23.8,C,5.9,C,0,1,7.600000000000001
2022-07-30,28.6,C,31.7,C,25.3,C,85.0,C,37.0,C,6.86,C,3.8,C,1,1,4.600000000000001
2022-07-31,30.2,C,34.8,C,27.1,C,82.0,C,0.0,C,24.45,C,3.8,C,0,1,6.199999999999999
2022-08-01,30.6,C,33.7,C,27.5,C,79.0,C,0.0,C,27.11,C,6.3,C,0,1,6.600000000000001
2022-08-02,30.2,C,34.5,C,26.4,C,79.0,C,11.5,C,24.87,C,6.8,C,1,1,6.199999999999999
2022-08-03,27.8,C,33.0,C,26.1,C,87.0,C,1.5,C,11.25,C,4.3,C,1,0,3.8000000000000007
2022-08-04,26.7,C,28.3,C,25.8,C,91.0,C,23.5,C,5.33,C,7.2,C,1,0,2.6999999999999993
2022-08-05,26.0,C,29.9,C,24.3,C,94.0,C,123.5,C,9.51,C,4.3,C,1,0,2.0
2022-08-06,28.0,C,30.9,C,25.3,C,88.0,C,1.0,C,20.24,C,5.2,C,1,0,4.0
2022-08-07,29.5,C,31.5,C,27.2,C,82.0,C,5.5,C,24.88,C,12.5,C,1,1,5.5
2022-08-08,28.4,C,30.7,C,26.5,C,86.0,C,12.5,C,11.27,C,10.0,C,1,1,4.399999999999999
2022-08-09,27.1,C,28.6,C,25.3,C,88.0,C,37.0,C,7.54,C,23.3,C,1,0,3.1000000000000014
2022-08-10,28.2,C,30.0,C,26.6,C,86.0,C,22.5,C,11.29,C,25.0,C,1,1,4.199999999999999
2022-08-11,27.1,C,30.2,C,25.1,C,89.0,C,17.5,C,9.82,C,11.1,C,1,0,3.1000000000000014
2022-08-12,26.1,C,28.3,C,25.1,C,94.0,C,36.5,C,6.25,C,2.5,C,1,0,2.1000000000000014
2022-08-13,27.7,C,31.1,C,24.9,C,88.0,C,0.5,C,21.25,C,5.8,C,1,0,3.6999999999999993
2022-08-14,29.0,C,32.5,C,25.7,C,84.0,C,0.0,C,23.93,C,5.9,C,0,1,5.0
2022-08-15,29.9,C,33.1,C,26.7,C,81.0,C,0.0,C,24.09,C,6.5,C,0,1,5.899999999999999
2022-08-16,29.6,C,32.4,C,27.4,C,82.0,C,3.0,C,21.23,C,9.2,C,1,1,5.600000000000001
2022-08-17,28.3,C,32.4,C,26.5,C,86.0,C,7.5,C,16.47,C,10.5,C,1,1,4.300000000000001
2022-08-18,28.6,C,31.8,C,26.3,C,85.0,C,9.0,C,18.46,C,4.8,C,1,1,4.600000000000001
2022-08-19,28.4,C,32.3,C,26.2,C,85.0,C,18.0,C,13.8,C,8.5,C,1,1,4.399999999999999
2022-08-20,28.8,C,31.4,C,26.6,C,82.0,C,7.0,C,23.11,C,21.9,C,1,1,4.800000000000001
2022-08-21,29.3,C,31.0,C,27.2,C,84.0,C,2.5,C,23.0,C,14.3,C,1,1,5.300000000000001
2022-08-22,30.4,C,33.6,C,27.0,C,79.0,C,0.0,C,22.72,C,4.1,C,0,1,6.399999999999999
