date,mean_temperature_c,mean_temperature_c_completeness,max_temperature_c,max_temperature_c_completeness,min_temperature_c,min_temperature_c_completeness,relative_humidity_pct,relative_humidity_pct_completeness,rainfall_mm,rainfall_mm_completeness,global_solar_radiation_mj_m2,global_solar_radiation_mj_m2_completeness,mean_wind_speed_kmh,mean_wind_speed_kmh_completeness,is_rainy_day,is_hot_day_28c,cooling_degree_day_24c
2023-10-03,29.2,C,32.2,#,27.2,#,80.0,C,0.0,C,19.84,C,6.5,C,0,1,5.199999999999999
2023-10-04,30.9,C,33.6,C,27.7,C,69.0,C,0.0,C,19.37,C,7.2,C,0,1,6.899999999999999
2023-10-05,29.8,C,32.3,C,28.0,C,60.0,C,0.0,C,19.82,C,19.5,C,0,1,5.800000000000001
2023-10-06,27.4,C,29.5,C,25.6,C,64.0,C,0.0,C,11.07,C,17.8,C,0,0,3.3999999999999986
2023-10-07,24.6,C,26.7,C,23.1,C,75.0,C,0.0,#,6.05,C,25.3,C,0,0,0.6000000000000014
2023-10-08,23.6,C,26.1,C,21.7,C,88.0,C,65.5,C,3.94,C,34.9,C,1,0,0.0
2023-10-09,24.4,C,25.9,#,22.9,#,91.0,C,201.0,C,0.99,C,16.3,C,1,0,0.3999999999999986
2023-10-10,24.9,C,26.8,C,23.1,C,82.0,C,0.5,C,7.16,C,9.8,C,1,0,0.8999999999999986
2023-10-11,24.9,C,27.2,C,22.9,C,75.0,C,0.0,C,17.32,C,13.8,C,0,0,0.8999999999999986
2023-10-12,25.2,C,27.5,C,23.0,C,73.0,C,0.0,C,14.73,C,10.7,C,0,0,1.1999999999999993
2023-10-13,26.3,C,28.8,#,24.4,#,67.0,C,0.0,C,19.25,C,11.5,C,0,0,2.3000000000000007
2023-10-14,26.0,C,29.0,C,24.1,C,66.0,C,0.0,C,19.36,C,9.3,C,0,0,2.0
2023-10-15,26.2,C,28.1,C,24.4,C,73.0,C,0.0,C,17.34,C,10.0,C,0,0,2.1999999999999993
2023-10-16,26.2,C,27.6,C,24.8,C,71.0,C,0.0,C,15.27,C,15.0,C,0,0,2.1999999999999993
2023-10-17,25.7,C,26.7,C,23.5,C,62.0,C,0.0,C,10.95,C,20.3,C,0,0,1.6999999999999993
2023-10-18,24.8,C,25.6,C,22.8,C,83.0,C,18.0,C,3.6,C,19.1,C,1,0,0.8000000000000007
2023-10-19,25.6,C,26.4,C,24.6,C,88.0,C,12.5,C,3.58,C,15.3,C,1,0,1.6000000000000014
2023-10-20,25.6,C,28.0,C,23.6,C,81.0,C,0.0,C,6.36,C,10.0,C,0,0,1.6000000000000014
2023-10-21,21.8,C,23.6,C,20.7,C,77.0,C,0.0,C,6.25,C,17.0,C,0,0,0.0
2023-10-22,23.5,C,25.8,C,21.3,C,73.0,C,0.5,C,16.49,C,11.8,C,1,0,0.0
2023-10-23,25.3,C,28.3,C,23.3,C,78.0,C,0.0,C,16.64,C,8.4,C,0,0,1.3000000000000007
2023-10-24,25.8,C,29.5,C,24.0,C,81.0,C,0.0,C,17.66,C,7.5,C,0,0,1.8000000000000007
2023-10-25,25.6,C,27.6,C,24.0,C,84.0,C,0.0,C,13.03,C,6.2,C,0,0,1.6000000000000014
2023-10-26,25.0,C,27.1,C,23.3,C,83.0,C,0.0,C,14.81,C,4.7,C,0,0,1.0
2023-10-27,25.8,C,28.5,C,23.5,C,84.0,C,0.0,C,14.55,C,5.3,C,0,0,1.8000000000000007
2023-10-28,25.6,C,26.6,C,24.5,C,85.0,C,1.0,C,8.63,C,10.2,C,1,0,1.6000000000000014
2023-10-29,25.4,C,26.5,C,24.6,C,78.0,C,0.5,C,14.33,C,12.2,C,1,0,1.3999999999999986
2023-10-30,25.5,C,27.9,C,23.8,C,79.0,C,0.0,C,13.63,C,7.1,C,0,0,1.5
2023-10-31,25.2,C,27.3,C,22.8,C,72.0,C,0.0,C,19.69,C,8.5,C,0,0,1.1999999999999993
2023-11-01,25.2,C,27.7,C,22.4,C,71.0,C,0.0,C,20.1,C,8.8,C,0,0,1.1999999999999993
2023-11-02,24.9,C,27.0,C,23.1,C,77.0,C,0.0,C,16.74,C,6.1,C,0,0,0.8999999999999986
2023-11-03,24.8,C,27.3,#,22.4,#,81.0,C,0.0,C,16.11,C,4.9,C,0,0,0.8000000000000007
2023-11-04,25.2,C,28.4,C,23.7,C,81.0,C,0.0,C,18.26,C,5.1,C,0,0,1.1999999999999993
2023-11-05,25.4,C,27.9,C,23.4,C,80.0,C,0.0,C,16.51,C,3.7,C,0,0,1.3999999999999986
2023-11-06,27.0,C,29.8,C,23.3,C,65.0,C,0.0,C,17.96,C,9.5,#,0,0,3.0
2023-11-07,25.5,C,26.6,C,24.9,C,70.0,C,0.0,C,4.03,C,12.6,C,0,0,1.5
2023-11-08,24.9,C,25.4,C,24.2,C,78.0,C,0.0,C,5.19,C,13.5,C,0,0,0.8999999999999986
2023-11-09,25.2,C,26.0,C,24.6,C,83.0,C,0.0,C,7.69,C,12.5,C,0,0,1.1999999999999993
2023-11-10,26.3,C,27.7,C,24.9,C,84.0,C,0.0,C,11.2,C,4.2,C,0,0,2.3000000000000007
2023-11-11,25.3,C,26.1,C,24.8,C,85.0,C,0.0,C,3.75,C,18.8,C,0,0,1.3000000000000007
2023-11-12,23.1,C,24.9,C,20.7,C,78.0,C,1.0,C,10.85,C,14.5,C,1,0,0.0
2023-11-13,20.5,C,23.0,C,19.1,C,70.0,C,0.0,C,15.92,C,17.9,C,0,0,0.0
2023-11-14,19.8,C,22.6,C,17.5,C,71.0,C,0.0,C,9.78,C,10.8,C,0,0,0.0
2023-11-15,22.0,C,24.1,C,19.3,C,72.0,C,0.0,C,17.36,C,10.5,C,0,0,0.0
2023-11-16,20.8,C,23.6,C,17.2,C,65.0,C,0.0,C,12.48,C,13.3,C,0,0,0.0
2023-11-17,18.2,C,21.0,C,15.5,C,37.0,C,0.0,C,19.84,C,26.0,C,0,0,0.0
2023-11-18,18.2,C,21.6,C,16.0,C,44.0,C,0.0,C,19.35,C,11.9,C,0,0,0.0
2023-11-19,19.1,C,22.0,C,15.9,C,62.0,C,0.0,C,18.09,C,5.3,C,0,0,0.0
2023-11-20,19.8,C,23.5,C,16.4,C,69.0,C,0.0,C,18.37,C,5.0,C,0,0,0.0
2023-11-21,20.6,C,23.4,C,18.0,C,73.0,C,0.0,C,18.78,C,5.1,C,0,0,0.0
2023-11-22,21.1,C,24.9,C,18.1,C,78.0,C,0.0,C,18.43,C,3.6,C,0,0,0.0
2023-11-23,21.3,C,25.6,C,18.1,C,79.0,C,0.0,C,17.63,C,4.0,C,0,0,0.0
2023-11-24,22.1,C,23.8,C,18.7,C,72.0,C,0.0,C,17.93,C,19.3,C,0,0,0.0
2023-11-25,21.6,C,23.0,C,19.1,C,66.0,C,0.0,C,17.69,C,14.4,C,0,0,0.0
2023-11-26,20.6,C,23.7,C,18.1,C,72.0,C,0.0,C,17.47,C,8.0,C,0,0,0.0
2023-11-27,21.2,C,25.7,C,17.9,C,75.0,C,0.5,C,16.96,C,5.5,C,1,0,0.0
2023-11-28,22.2,C,24.4,C,19.5,C,63.0,C,0.0,C,17.06,C,10.8,C,0,0,0.0
2023-11-29,22.4,C,23.4,C,20.6,C,72.0,C,0.0,C,6.33,C,6.8,C,0,0,0.0
2023-11-30,22.9,C,25.2,C,20.0,C,77.0,C,0.0,C,9.49,C,9.5,C,0,0,0.0
2023-12-01,20.2,C,22.5,C,18.3,C,69.0,C,0.0,C,11.3,C,16.0,C,0,0,0.0
2023-12-02,19.2,C,21.4,C,16.9,C,70.0,C,0.0,C,9.72,C,8.4,C,0,0,0.0
2023-12-03,20.8,C,22.6,C,19.1,C,74.0,C,0.0,C,9.96,C,7.9,C,0,0,0.0
2023-12-04,21.0,C,23.5,C,19.7,C,79.0,C,0.0,C,11.94,C,6.5,C,0,0,0.0
2023-12-05,20.7,C,23.6,C,18.6,C,77.0,C,0.0,C,16.3,C,6.2,C,0,0,0.0
2023-12-06,20.7,C,21.8,C,19.3,C,70.0,C,0.0,C,6.31,C,9.3,C,0,0,0.0
2023-12-07,19.8,C,23.8,C,16.7,C,50.0,C,0.0,C,17.93,C,9.2,C,0,0,0.0
2023-12-08,19.9,C,23.0,C,16.2,C,70.0,C,0.0,C,14.88,C,3.5,C,0,0,0.0
2023-12-09,22.1,C,23.8,C,20.3,C,82.0,C,0.0,C,5.72,C,2.0,C,0,0,0.0
2023-12-10,23.2,C,25.6,C,21.1,C,82.0,C,0.0,C,11.53,C,3.0,C,0,0,0.0
2023-12-11,23.2,C,26.0,C,21.5,C,89.0,C,0.5,C,13.24,C,2.1,C,1,0,0.0
2023-12-12,23.7,C,27.3,C,20.9,C,83.0,C,0.0,C,15.63,C,10.8,C,0,0,0.0
2023-12-13,21.8,C,22.4,C,20.9,C,85.0,C,0.5,C,4.28,C,11.3,C,1,0,0.0
2023-12-14,22.4,C,23.9,C,20.8,C,84.0,C,0.0,C,6.5,C,3.1,C,0,0,0.0
2023-12-15,23.6,C,26.1,C,22.1,C,86.0,C,0.5,C,16.2,C,3.9,C,1,0,0.0
2023-12-16,17.4,C,23.5,C,11.9,C,72.0,C,0.0,C,11.15,C,19.5,C,0,0,0.0
2023-12-17,12.1,C,14.0,C,10.0,C,74.0,C,0.0,C,5.67,C,21.2,C,0,0,0.0
2023-12-18,16.7,C,18.3,C,13.9,C,79.0,C,0.0,C,3.0,C,8.2,C,0,0,0.0
2023-12-19,16.3,C,18.2,C,14.1,C,72.0,C,0.0,C,10.5,C,10.5,C,0,0,0.0
2023-12-20,12.6,C,15.0,C,9.2,C,65.0,C,0.0,C,6.24,C,12.3,C,0,0,0.0
2023-12-21,10.1,C,11.8,C,9.2,C,67.0,C,0.0,C,4.43,C,19.8,C,0,0,0.0
2023-12-22,9.8,C,12.0,C,7.8,C,49.0,C,0.0,C,6.95,C,14.9,C,0,0,0.0
2023-12-23,10.4,C,12.2,C,7.2,C,54.0,C,1.0,C,6.89,C,14.3,C,1,0,0.0
2023-12-24,12.8,C,16.4,C,9.4,C,48.0,C,0.0,C,17.28,C,14.2,C,0,0,0.0
2023-12-25,13.7,C,17.6,C,11.4,C,47.0,C,0.0,C,17.36,C,8.6,C,0,0,0.0
2023-12-26,15.2,C,18.4,C,11.3,C,64.0,C,0.0,C,13.4,C,5.8,C,0,0,0.0
2023-12-27,17.8,C,21.6,C,15.0,C,63.0,C,0.0,C,9.04,C,1.9,C,0,0,0.0
2023-12-28,19.0,C,22.7,C,16.8,C,76.0,C,0.0,C,12.05,C,3.0,C,0,0,0.0
2023-12-29,18.3,C,19.9,C,16.3,C,83.0,C,0.0,C,10.15,C,5.4,C,0,0,0.0
2023-12-30,19.1,C,22.0,C,15.8,C,77.0,C,0.0,C,12.41,C,3.3,C,0,0,0.0
2023-12-31,20.8,C,23.9,C,16.9,C,75.0,C,0.0,C,16.6,C,4.4,C,0,0,0.0
2024-01-01,19.3,C,20.8,C,18.5,C,77.0,C,0.0,C,13.96,C,10.1,C,0,0,0.0
2024-01-02,17.8,C,19.4,C,15.6,C,79.0,C,0.0,C,9.9,C,11.0,C,0,0,0.0
2024-01-03,17.6,C,20.4,C,14.4,C,64.0,C,0.0,C,15.82,C,15.8,C,0,0,0.0
2024-01-04,15.6,C,17.9,C,14.1,C,69.0,C,0.0,C,15.81,C,8.1,C,0,0,0.0
2024-01-05,17.4,C,19.9,C,14.2,C,79.0,C,0.0,C,16.49,C,4.1,C,0,0,0.0
2024-01-06,18.2,C,21.3,C,15.3,C,82.0,C,0.0,C,16.39,C,3.9,C,0,0,0.0
2024-01-07,19.0,C,20.7,C,16.0,C,75.0,C,0.0,C,14.14,C,8.9,C,0,0,0.0
2024-01-08,18.5,C,19.5,C,17.6,C,74.0,C,0.0,C,13.07,C,8.8,C,0,0,0.0
2024-01-09,19.1,C,21.8,C,16.3,C,82.0,C,0.0,C,15.06,C,4.4,C,0,0,0.0
2024-01-10,19.3,C,22.3,C,17.7,C,68.0,C,0.0,C,16.95,C,12.6,C,0,0,0.0
2024-01-11,17.8,C,19.9,C,16.1,C,69.0,C,0.0,C,13.8,C,6.8,C,0,0,0.0
2024-01-12,17.6,C,20.2,C,15.6,C,78.0,C,0.0,C,14.41,C,4.9,C,0,0,0.0
2024-01-13,18.4,C,21.4,C,15.8,C,62.0,C,0.0,C,12.79,C,5.3,C,0,0,0.0
2024-01-14,19.4,C,23.1,C,16.5,C,57.0,C,0.0,C,14.77,C,4.9,C,0,0,0.0
2024-01-15,19.3,C,23.4,C,15.8,C,78.0,C,0.0,C,17.68,C,9.2,C,0,0,0.0
2024-01-16,18.3,C,19.2,C,17.2,C,77.0,C,0.0,C,13.02,C,17.4,C,0,0,0.0
2024-01-17,18.6,C,21.0,C,16.1,C,75.0,C,0.0,C,7.63,C,3.9,C,0,0,0.0
2024-01-18,20.3,C,23.3,C,17.7,C,77.0,C,0.0,C,12.16,C,3.1,C,0,0,0.0
2024-01-19,19.5,C,22.9,C,16.2,C,81.0,C,0.0,C,17.13,C,4.5,C,0,0,0.0
2024-01-20,21.0,C,24.7,C,18.2,C,75.0,C,0.0,C,15.69,C,6.5,C,0,0,0.0
2024-01-21,17.6,C,20.0,C,14.5,C,67.0,C,0.0,C,10.25,C,10.0,C,0,0,0.0
2024-01-22,13.3,C,17.4,C,8.4,C,73.0,C,0.0,C,6.73,C,19.4,C,0,0,0.0
2024-01-23,6.8,C,8.7,C,5.3,C,74.0,C,3.5,C,5.87,C,17.1,C,1,0,0.0
2024-01-24,7.9,C,10.4,C,5.6,C,61.0,C,0.0,C,13.03,C,16.5,C,0,0,0.0
2024-01-25,11.5,C,15.0,C,8.8,C,54.0,C,0.0,C,11.18,C,10.6,C,0,0,0.0
2024-01-26,14.1,C,16.5,C,11.8,C,59.0,C,0.0,C,12.05,C,8.3,C,0,0,0.0
2024-01-27,14.3,C,15.9,C,12.0,C,65.0,C,0.5,C,7.8,C,10.6,C,1,0,0.0
2024-01-28,12.6,C,14.4,C,10.8,C,81.0,C,0.5,C,6.39,C,9.1,C,1,0,0.0
2024-01-29,15.4,C,17.3,C,13.6,C,81.0,C,0.0,C,6.02,C,4.3,C,0,0,0.0
2024-01-30,18.1,C,20.2,C,16.4,C,87.0,C,1.0,C,4.55,C,2.3,C,1,0,0.0
2024-01-31,18.8,C,19.8,C,17.6,C,94.0,C,0.0,C,2.02,C,2.8,C,0,0,0.0
2024-02-01,19.9,C,21.9,C,19.0,C,96.0,C,0.5,C,9.96,C,3.0,C,1,0,0.0
2024-02-02,20.3,C,23.7,C,17.6,C,93.0,C,0.0,C,15.27,C,7.3,C,0,0,0.0
2024-02-03,19.0,C,21.3,C,17.1,C,87.0,C,0.0,C,6.26,C,5.3,C,0,0,0.0
2024-02-04,19.0,C,19.7,C,18.8,C,95.0,C,1.0,C,2.45,C,3.3,C,1,0,0.0
2024-02-05,19.8,C,21.7,C,18.1,C,87.0,C,0.0,C,6.33,C,3.6,C,0,0,0.0
2024-02-06,18.5,C,19.4,C,17.7,C,87.0,C,1.0,C,5.57,C,9.8,C,1,0,0.0
2024-02-07,16.1,C,18.0,C,13.0,C,91.0,C,1.0,C,2.28,C,7.1,C,1,0,0.0
2024-02-08,11.6,C,13.1,C,10.7,C,85.0,C,1.5,C,2.32,C,11.0,C,1,0,0.0
2024-02-09,11.9,C,13.8,C,10.0,C,76.0,C,0.5,C,4.8,C,10.5,C,1,0,0.0
2024-02-10,13.6,C,16.9,C,11.6,C,69.0,C,0.5,C,12.05,C,6.8,C,1,0,0.0
2024-02-11,16.3,C,21.6,C,11.4,C,59.0,C,0.0,C,21.6,C,6.8,C,0,0,0.0
2024-02-12,17.1,C,19.5,C,14.6,C,53.0,C,0.0,C,21.22,C,9.1,C,0,0,0.0
2024-02-13,18.2,C,21.3,C,14.9,C,71.0,C,0.0,C,14.52,C,4.2,C,0,0,0.0
2024-02-14,19.9,C,24.0,C,16.9,C,83.0,C,0.0,C,17.8,C,4.5,C,0,0,0.0
2024-02-15,21.2,C,25.2,C,18.6,C,78.0,C,0.0,C,18.0,C,4.8,C,0,0,0.0
2024-02-16,19.2,C,20.7,C,18.0,C,81.0,C,0.0,C,8.7,C,9.3,C,0,0,0.0
2024-02-17,18.5,C,19.8,C,17.4,C,84.0,C,0.0,#,10.42,C,7.6,C,0,0,0.0
2024-02-18,20.9,C,23.5,C,19.0,C,89.0,C,,,8.82,C,4.3,C,0,0,0.0
2024-02-19,21.7,C,24.0,C,20.2,C,93.0,C,0.0,C,6.28,C,4.5,C,0,0,0.0
2024-02-20,22.7,C,24.7,C,21.4,C,93.0,C,0.0,C,7.47,C,8.1,C,0,0,0.0
2024-02-21,22.9,C,26.4,C,21.4,C,92.0,C,0.0,C,17.44,C,8.9,C,0,0,0.0
2024-02-22,22.7,C,24.2,C,21.6,C,92.0,C,0.0,C,8.37,C,5.2,C,0,0,0.0
2024-02-23,19.5,C,22.1,#,17.7,#,83.0,C,0.0,C,3.56,C,10.0,C,0,0,0.0
2024-02-24,17.3,C,20.3,C,15.3,C,75.0,C,0.0,C,9.23,C,12.0,C,0,0,0.0
2024-02-25,16.2,C,18.4,C,14.1,C,73.0,C,0.0,C,13.24,C,9.8,C,0,0,0.0
2024-02-26,17.3,C,20.2,C,15.0,C,76.0,C,0.5,C,8.85,C,5.7,C,1,0,0.0
2024-02-27,16.4,C,18.9,C,13.9,C,72.0,C,0.0,C,9.88,C,9.4,C,0,0,0.0
2024-02-28,17.8,C,18.4,C,17.4,C,87.0,C,0.0,C,3.24,C,11.0,C,0,0,0.0
2024-02-29,18.3,C,21.4,C,14.8,C,86.0,C,0.5,C,4.04,C,5.9,C,1,0,0.0
2024-03-01,12.0,C,14.9,C,9.4,C,74.0,C,0.5,C,2.74,C,10.8,C,1,0,0.0
2024-03-02,11.3,C,13.3,C,8.9,C,74.0,C,1.0,C,6.84,C,11.5,C,1,0,0.0
2024-03-03,15.5,C,17.5,C,13.2,C,82.0,C,0.5,C,4.24,C,6.0,C,1,0,0.0
2024-03-04,18.4,C,20.9,C,16.8,C,94.0,C,12.0,C,1.36,C,5.0,C,1,0,0.0
2024-03-05,22.0,C,24.0,C,20.5,C,95.0,C,0.5,C,11.46,C,8.9,C,1,0,0.0
2024-03-06,22.1,C,25.6,C,17.9,C,88.0,C,0.0,C,8.58,C,4.5,C,0,0,0.0
2024-03-07,17.2,C,18.5,C,15.6,C,74.0,C,1.0,C,5.8,C,12.3,C,1,0,0.0
2024-03-08,17.7,C,20.9,C,15.6,C,67.0,C,0.5,C,17.67,C,13.0,C,1,0,0.0
2024-03-09,16.4,C,18.7,C,14.5,C,75.0,C,2.0,C,2.12,C,16.6,C,1,0,0.0
2024-03-10,15.8,C,16.4,C,14.9,C,85.0,C,6.5,C,1.17,C,12.2,C,1,0,0.0
2024-03-11,17.1,C,19.0,C,15.7,C,89.0,C,11.5,C,3.51,C,7.5,C,1,0,0.0
2024-03-12,18.3,C,21.8,C,15.9,C,63.0,C,0.0,C,25.78,C,11.8,C,0,0,0.0
2024-03-13,18.7,C,20.4,C,16.0,C,65.0,C,0.0,C,12.04,C,12.7,C,0,0,0.0
2024-03-14,19.2,C,19.9,C,18.6,C,71.0,C,0.0,C,6.44,C,5.6,C,0,0,0.0
2024-03-15,19.7,C,20.7,C,18.6,C,82.0,C,0.0,C,4.22,C,5.1,C,0,0,0.0
2024-03-16,20.0,C,21.4,C,18.8,C,91.0,C,1.5,C,4.57,C,3.3,C,1,0,0.0
2024-03-17,21.8,C,25.8,C,20.0,C,90.0,C,0.0,C,13.19,C,3.1,C,0,0,0.0
2024-03-18,19.9,C,21.1,C,19.4,C,94.0,C,0.5,C,2.63,C,5.0,C,1,0,0.0
2024-03-19,20.3,C,22.9,#,17.4,#,69.0,C,0.5,C,13.57,C,11.7,C,1,0,0.0
2024-03-20,19.5,C,22.8,C,17.3,C,58.0,C,0.0,C,22.81,C,11.5,C,0,0,0.0
2024-03-21,19.5,C,21.1,C,16.0,C,67.0,C,0.0,C,21.35,C,7.8,C,0,0,0.0
2024-03-22,21.4,C,23.8,C,19.7,C,87.0,C,0.0,C,11.45,C,3.8,C,0,0,0.0
2024-03-23,23.2,C,25.9,C,21.4,C,90.0,C,0.0,C,14.07,C,6.2,C,0,0,0.0
2024-03-24,24.7,C,28.7,C,22.8,C,87.0,C,0.0,C,25.03,C,8.5,C,0,0,0.6999999999999993
2024-03-25,25.2,C,29.3,C,23.0,C,84.0,C,0.0,C,20.1,C,4.9,C,0,0,1.1999999999999993
2024-03-26,25.2,C,30.1,C,22.1,C,81.0,C,0.0,C,21.06,C,6.9,C,0,0,1.1999999999999993
2024-03-27,21.5,C,22.7,C,20.4,C,85.0,C,0.0,C,4.52,C,11.5,C,0,0,0.0
2024-03-28,24.0,C,26.9,C,21.8,C,86.0,C,0.5,C,14.63,C,4.0,C,1,0,0.0
2024-03-29,24.6,C,27.0,C,22.5,C,86.0,C,0.0,C,16.58,C,5.3,C,0,0,0.6000000000000014
2024-03-30,24.8,C,26.4,C,23.7,C,91.0,C,1.0,C,15.55,C,10.1,C,1,0,0.8000000000000007
2024-03-31,26.4,C,28.1,C,24.7,C,88.0,C,0.5,C,4.07,C,7.3,C,1,0,2.3999999999999986
2024-04-01,25.9,C,28.1,C,25.1,C,91.0,C,0.0,C,10.2,C,13.6,C,0,0,1.8999999999999986
2024-04-02,25.8,C,27.9,C,24.6,C,89.0,C,0.0,C,15.77,C,17.1,C,0,0,1.8000000000000007
2024-04-03,26.0,C,28.5,C,24.8,C,90.0,C,0.0,C,9.77,C,16.1,C,0,0,2.0
2024-04-04,26.2,C,28.6,C,25.2,C,90.0,C,0.5,C,10.44,C,12.0,C,1,0,2.1999999999999993
2024-04-05,25.6,C,27.1,C,23.8,C,88.0,C,0.0,C,9.11,C,21.0,C,0,0,1.6000000000000014
2024-04-06,23.5,C,24.8,C,22.6,C,92.0,C,43.0,C,1.2,C,11.1,C,1,0,0.0
2024-04-07,24.2,C,26.4,C,22.9,C,92.0,C,26.0,C,7.2,C,4.9,C,1,0,0.1999999999999993
2024-04-08,24.3,C,27.1,C,21.9,C,90.0,C,0.0,C,7.74,C,4.3,C,0,0,0.3000000000000007
2024-04-09,21.9,C,22.6,C,20.7,C,81.0,C,1.0,C,3.69,C,9.8,C,1,0,0.0
2024-04-10,22.9,C,24.4,C,21.7,C,71.0,C,0.0,C,19.0,C,8.3,C,0,0,0.0
2024-04-11,23.7,C,26.1,C,22.4,C,81.0,C,0.0,C,18.86,C,6.7,C,0,0,0.0
2024-04-12,24.7,C,27.8,#,21.5,#,84.0,C,0.0,C,22.37,C,4.5,C,0,0,0.6999999999999993
2024-04-13,25.6,C,29.2,C,22.6,C,84.0,C,0.0,C,22.18,C,9.0,C,0,0,1.6000000000000014
2024-04-14,26.1,C,27.9,C,24.6,C,90.0,C,0.0,#,22.39,C,10.1,C,0,0,2.1000000000000014
2024-04-15,26.9,C,30.7,C,24.9,C,87.0,C,0.0,C,15.85,C,6.4,C,0,0,2.8999999999999986
2024-04-16,27.5,C,31.9,C,23.5,C,79.0,C,0.0,C,22.35,C,6.1,C,0,0,3.5
2024-04-17,28.3,C,31.4,C,26.0,C,81.0,C,0.0,C,17.73,C,9.4,C,0,1,4.300000000000001
2024-04-18,26.3,C,30.6,C,24.4,C,85.0,C,47.0,C,8.03,C,5.0,C,1,0,2.3000000000000007
2024-04-19,26.8,C,28.0,C,24.6,C,89.0,C,3.0,C,8.95,C,21.4,C,1,0,2.8000000000000007
2024-04-20,26.5,C,29.4,#,21.8,#,86.0,C,67.5,C,9.67,C,17.1,C,1,0,2.5
2024-04-21,23.4,C,26.0,C,21.5,C,91.0,C,37.5,C,2.06,C,6.2,C,1,0,0.0
2024-04-22,24.5,C,26.7,C,22.5,C,92.0,C,10.0,C,5.83,C,2.3,C,1,0,0.5
2024-04-23,24.5,C,26.1,#,23.4,#,94.0,C,68.0,C,3.28,C,3.4,C,1,0,0.5
2024-04-24,25.3,C,27.7,C,23.4,C,92.0,C,0.5,C,7.31,C,3.5,C,1,0,1.3000000000000007
2024-04-25,26.1,C,29.8,C,23.6,C,87.0,C,47.0,C,8.37,C,8.0,C,1,0,2.1000000000000014
2024-04-26,26.4,C,29.0,C,23.1,C,91.0,C,96.5,C,2.0,C,8.5,C,1,0,2.3999999999999986
2024-04-27,28.0,C,30.1,C,25.5,C,89.0,C,2.5,C,6.43,C,11.5,C,1,0,4.0
2024-04-28,24.7,C,27.1,C,23.5,C,91.0,C,29.5,C,3.16,C,11.1,C,1,0,0.6999999999999993
2024-04-29,26.6,C,28.1,C,24.9,C,91.0,C,0.0,C,11.07,C,9.4,C,0,0,2.6000000000000014
2024-04-30,28.2,C,30.9,#,22.4,#,82.0,C,21.0,C,6.5,C,14.8,C,1,1,4.199999999999999
2024-05-01,23.7,C,24.5,#,22.6,#,92.0,C,49.5,C,3.62,C,3.6,C,1,0,0.0
2024-05-02,24.2,C,24.8,C,23.4,C,90.0,C,1.0,C,3.44,C,12.0,C,1,0,0.1999999999999993
2024-05-03,24.1,C,24.5,C,23.8,C,86.0,C,0.0,C,4.67,C,13.2,C,0,0,0.10000000000000142
2024-05-04,23.5,C,24.6,#,22.2,#,95.0,C,256.0,C,2.47,C,10.4,C,1,0,0.0
2024-05-05,24.8,C,28.0,C,21.8,C,87.0,C,5.0,C,16.88,C,3.4,C,1,0,0.8000000000000007
2024-05-06,27.0,C,30.7,C,23.8,C,87.0,C,0.0,C,22.04,C,4.5,C,0,0,3.0
2024-05-07,26.7,C,30.9,C,24.9,C,84.0,C,7.5,C,15.96,C,6.9,C,1,0,2.6999999999999993
2024-05-08,26.2,C,29.1,C,23.8,C,79.0,C,0.0,C,16.35,C,4.5,C,0,0,2.1999999999999993
2024-05-09,25.6,C,26.5,C,25.0,C,69.0,C,0.0,C,18.35,C,18.7,C,0,0,1.6000000000000014
2024-05-10,25.0,C,25.7,C,24.1,C,75.0,C,0.0,C,10.29,C,16.2,C,0,0,1.0
2024-05-11,26.6,C,30.7,C,24.6,C,81.0,C,0.0,C,22.05,C,6.3,C,0,0,2.6000000000000014
2024-05-12,26.5,C,30.2,C,24.9,C,89.0,C,13.5,C,13.21,C,3.3,C,1,0,2.5
2024-05-13,26.0,C,29.7,C,23.9,C,81.0,C,0.0,C,14.57,C,13.1,C,0,0,2.0
2024-05-14,24.8,C,26.8,C,23.0,C,66.0,C,0.0,C,26.81,C,12.8,C,0,0,0.8000000000000007
2024-05-15,25.5,C,29.4,C,22.4,C,65.0,C,0.0,C,24.44,C,5.5,C,0,0,1.5
2024-05-16,25.0,C,27.7,C,22.4,C,63.0,C,0.0,C,24.45,C,11.2,C,0,0,1.0
2024-05-17,25.6,C,28.6,C,23.6,C,71.0,C,0.0,C,19.22,C,7.2,C,0,0,1.6000000000000014
2024-05-18,25.8,C,28.1,C,24.3,C,74.0,C,0.0,C,15.81,C,6.2,C,0,0,1.8000000000000007
2024-05-19,24.9,C,25.7,#,23.4,#,83.0,C,42.5,C,3.52,C,11.7,C,1,0,0.8999999999999986
2024-05-20,24.5,C,25.0,C,23.9,C,91.0,C,9.5,C,2.94,C,18.8,C,1,0,0.5
2024-05-21,25.1,C,25.6,#,24.2,#,95.0,C,57.0,C,3.62,C,6.9,C,1,0,1.1000000000000014
2024-05-22,25.8,C,27.6,C,24.9,C,91.0,C,0.0,C,6.82,C,4.8,C,0,0,1.8000000000000007
2024-05-23,25.1,C,26.4,C,24.0,C,93.0,C,13.5,C,4.33,C,5.7,C,1,0,1.1000000000000014
2024-05-24,24.9,C,26.0,C,24.2,C,94.0,C,27.5,C,3.15,C,2.4,C,1,0,0.8999999999999986
